TIMESTAMP,RECORD,Counter,DepthCm,BattVolts,latitude_a,latitude_b,Longitude_a,Longitude_b,fix_quality,nmbr_satellites,HDOP,altitudeB,DepthVolts,LatitudeDDDDD,LongitudeDDDDD,month,dayofmonth,hourofday,minutes,seconds,microseconds,year,datetime_ref_1970,lat,lon,xc,yc
2020-01-02 10:11:51.26,8544,100001,20.63,13.12,86,49.012,116,39.9152,1,11,0.7,8.5,1.385,0.8168667,0.6652534000000001,1,2,10,54.0,47.0,590000,2020,1577962487.59,86.81686666666667,116.66525333333334,132.2149716050609,66.88947610465254
2020-01-02 10:55:23.75,8545,100002,19.01,13.11,86,49.0153,116,39.871,1,11,0.7,8.1,1.2790000000000001,0.8169217,0.6645166,1,2,10,55.0,23.0,70000,2020,1577962523.07,86.81692166666667,116.66451666666667,-348.083782958472,245.06452013656883
2020-01-02 10:55:27.28,8546,100003,19.06,13.1,86,49.0152,116,39.858000000000004,1,11,0.7,8.1,1.2830000000000001,0.8169201,0.6643,1,2,10,55.0,26.0,600000,2020,1577962526.6,86.81692,116.6643,-347.7204163714752,246.20092857504756
2020-01-02 10:55:31.35,8547,100004,25.01,13.1,86,49.015,116,39.830999999999996,1,11,0.7,7.9,1.671,0.8169166,0.66385,1,2,10,55.0,30.0,670000,2020,1577962530.67,86.81691666666667,116.66385,-346.34589254833827,248.31942554943248
2020-01-02 10:55:35.03,8548,100005,30.83,13.1,86,49.0155,116,39.8085,1,11,0.7,8.4,2.053,0.816925,0.663475,1,2,10,55.0,34.0,350000,2020,1577962534.35,86.816925,116.663475,-344.57880640903977,249.0641687796777
2020-01-02 10:55:39.24,8549,100006,24.22,13.1,86,49.0153,116,39.7885,1,11,0.7,8.4,1.62,0.8169217,0.6631417,1,2,10,55.0,38.0,560000,2020,1577962538.56,86.81692166666667,116.66314166666666,-343.8373427037288,250.7984731933064
2020-01-02 10:55:43.41,8550,100007,17.94,13.09,86,49.0152,116,39.7644,1,11,0.7,8.6,1.21,0.8169201,0.66274,1,2,10,55.0,42.0,730000,2020,1577962542.73,86.81692,116.66274,-342.6314794274585,252.60451675939916
2020-01-02 10:55:47.59,8551,100008,14.19,13.11,86,49.0152,116,39.7482,1,11,0.7,8.8,0.96,0.8169201,0.66247,1,2,10,55.0,46.0,910000,2020,1577962546.91,86.81692,116.66247,-342.0110530289884,253.8105111051771
2020-01-02 10:55:51.65,8552,100009,17.16,13.1,86,49.015,116,39.7315,1,11,0.7,8.7,1.158,0.8169166,0.6621916,1,2,10,55.0,50.0,970000,2020,1577962550.97,86.81691666666667,116.66219166666667,-341.52740300541893,255.34846507729873
2020-01-02 10:55:55.83,8553,100010,13.8,13.1,86,49.0149,116,39.7047,1,11,0.7,8.5,0.94,0.816915,0.661745,1,2,10,55.0,55.0,150000,2020,1577962555.15,86.816915,116.661745,-340.0891319676155,257.30703128096155
2020-01-02 10:56:00.02,8554,100011,7.968999999999999,13.09,86,49.0149,116,39.6807,1,11,0.7,8.4,0.56,0.816915,0.661345,1,2,10,55.0,59.0,340000,2020,1577962559.34,86.816915,116.661345,-338.794113642858,258.9525416922588
