Latitude	Longitude	Snow Depth
71.32266	-156.51219	10.853
71.32268	-156.51214	9.7596
71.3227	-156.51207	18.355
71.32273	-156.51199	14.042
71.32275	-156.51191	9.1521
71.32276	-156.51184	12.189
71.3228	-156.51177	9.9418
71.32281	-156.51169	11.916
71.32283	-156.51164	8.2713
71.32285	-156.51157	9.2432
71.32288	-156.51149	2.3181
71.3229	-156.51141	2.47
71.32291	-156.51136	8.9395
71.32295	-156.51129	13.435
71.32296	-156.51123	21.392
71.323	-156.51114	17.201
71.32301	-156.51106	13.951
71.32303	-156.51099	15.956
71.32306	-156.51093	21.666
71.32308	-156.51086	12.341
71.3231	-156.51081	16.594
71.32313	-156.51076	15.197
71.32315	-156.51068	16.169
71.32316	-156.51064	20.482
71.32318	-156.51054	7.9679
71.32321	-156.51048	7.1478
71.32325	-156.51039	9.8207
71.32326	-156.51033	5.6898
71.3233	-156.51026	5.7506
71.32331	-156.51019	8.545
71.32333	-156.51014	10.975
71.32336	-156.51011	14.529
71.32338	-156.51003	11.522
71.32341	-156.50994	15.167
71.32341	-156.50988	27.256
71.32345	-156.50981	14.711
71.32348	-156.50974	9.6992
71.3235	-156.50966	21.545
71.32351	-156.50959	7.6641
71.32355	-156.50949	5.8721
71.32356	-156.50941	4.7178
71.3236	-156.50934	13.982
71.32361	-156.50929	13.284
71.32363	-156.50921	15.592
71.32366	-156.50913	18.934
71.32368	-156.50906	20.938
71.32371	-156.50899	22.487
71.32373	-156.50894	27.378
71.32375	-156.50886	21.333
71.32378	-156.50881	30.749
71.3238	-156.50876	31.327
71.32383	-156.50866	28.35
71.32385	-156.50859	21.364
71.32386	-156.50854	20.24
71.3239	-156.50848	9.8514
71.32391	-156.50841	24.644
71.32395	-156.50833	32.086
71.32396	-156.50826	23.733
71.32399	-156.50819	12.038
71.32401	-156.50814	8.4541
71.32405	-156.50804	5.8115
71.32406	-156.50798	8.1504
71.32408	-156.50791	8.9098
71.32411	-156.50784	13.01
71.32413	-156.50779	8.3632
71.32416	-156.50769	10.247
71.32418	-156.50763	6.5407
71.32421	-156.50756	7.6342
71.32423	-156.50748	3.2601
71.32424	-156.50741	7.938
71.32428	-156.50734	8.4544
71.32429	-156.50729	8.0595
71.32431	-156.50721	9.3656
71.32434	-156.50713	17.324
71.32436	-156.50704	13.679
71.32439	-156.50698	12.859
71.32441	-156.50689	22.761
71.32443	-156.50681	18.812
71.32446	-156.50671	9.8213
71.32448	-156.50664	13.436
71.32449	-156.50659	16.625
71.32453	-156.50651	4.5967
71.32454	-156.50644	13.831
71.32456	-156.50638	10.247
71.32459	-156.50629	25.192
71.32461	-156.50619	18.843
71.32463	-156.50613	13.132
71.32466	-156.50604	2.9564
71.32468	-156.50596	8.3938
71.32471	-156.50586	15.198
71.32473	-156.50579	8.7279
71.32474	-156.50573	4.2018
71.32478	-156.50566	6.8748
71.32479	-156.50561	10.004
71.32481	-156.50554	10.398
71.32483	-156.50549	9.0011
71.32486	-156.50541	9.2137
71.32488	-156.50536	12.312
71.32489	-156.50529	13.345
71.32491	-156.50523	16.443
71.32493	-156.50518	25.829
71.32496	-156.50509	20.544
71.32496	-156.50504	40.41
71.32501	-156.50501	28.746
71.32503	-156.50494	9.5177
71.32504	-156.50488	17.537
71.32506	-156.50479	14.56
71.32508	-156.50471	20.696
71.32509	-156.50464	9.2747
71.32513	-156.50459	11.067
71.32514	-156.50451	13.224
71.32516	-156.50444	24.038
71.32518	-156.50441	28.746
71.32519	-156.50434	27.227
71.32521	-156.50426	26.346
71.32524	-156.50419	23.703
71.32526	-156.50413	17.264
71.32528	-156.50408	16.413
71.32529	-156.50399	14.499
71.32531	-156.50394	14.013
71.32534	-156.50391	7.6646
71.32536	-156.50379	2.7437
71.32539	-156.50373	9.9124
71.32541	-156.50364	9.7605
71.32543	-156.50358	4.5966
71.32546	-156.50353	3.898
71.32548	-156.50343	2.1666
71.32549	-156.50338	6.8444
71.32553	-156.50329	17.446
71.32554	-156.50323	2.9563
71.32556	-156.50311	15.137
71.32559	-156.50308	28.776
71.32561	-156.50303	33.211
71.32563	-156.50295	23.035
71.32564	-156.50288	20.513
71.32568	-156.5028	17.992
71.32569	-156.50275	10.216
71.32571	-156.50268	14.195
71.32573	-156.50263	6.4799
71.32574	-156.50255	11.613
71.32576	-156.50248	20.088
71.32579	-156.50243	14.985
71.32581	-156.50238	6.9051
71.32584	-156.50228	11.066
71.32586	-156.5022	10.975
71.32588	-156.50211	14.529
71.32589	-156.50208	17.536
71.32591	-156.50203	14.62
71.32594	-156.50195	6.5406
71.32596	-156.50193	-1.0229
71.32596	-156.50191	-0.9925
71.32598	-156.50186	8.9761
71.32596	-156.50188	8.7332
71.32599	-156.50181	15.663
71.32603	-156.50173	10.648
71.32606	-156.50161	11.316
71.32608	-156.50158	-1.4784
71.32609	-156.50151	20.221
71.32613	-156.50141	22.652
71.32616	-156.50131	20.099
71.32619	-156.50121	19.674
71.32623	-156.50113	17.546
71.32626	-156.501	13.049
71.32629	-156.5009	13.656
71.32634	-156.50081	8.5506
71.32638	-156.50071	4.5086
71.32639	-156.5006	5.664
71.32643	-156.50048	8.6121
71.32646	-156.50036	4.509
71.32649	-156.50025	2.8374
71.32653	-156.50015	9.1288
71.32656	-156.50003	18.277
71.32661	-156.49996	16.727
71.32663	-156.49986	22.106
71.32668	-156.49974	11.742
71.32669	-156.49964	6.4843
71.32673	-156.49954	5.4814
71.32676	-156.49941	9.3108
71.32679	-156.49927	5.1471
71.32684	-156.49919	4.8432
71.32688	-156.49906	8.5206
71.32691	-156.49896	8.8245
71.32694	-156.49887	4.9343
71.32698	-156.49877	4.752
71.32703	-156.49866	14.143
71.32706	-156.49857	2.0775
71.32708	-156.49847	18.489
71.32713	-156.49837	14.599
71.32716	-156.49826	10.8
71.32719	-156.49816	13.171
71.32723	-156.49802	10.587
71.32728	-156.49791	7.5481
71.32731	-156.49781	1.3785
71.32734	-156.49769	-0.04998
71.32736	-156.49761	8.5511
71.32741	-156.49747	5.9677
71.32744	-156.49737	17.335
71.32746	-156.49727	7.4266
71.32749	-156.49719	4.4177
71.32753	-156.49709	10.162
71.32758	-156.49692	1.0745
71.32761	-156.49681	1.9863
71.32763	-156.49662	4.6001
71.32764	-156.49656	9.2198
71.32769	-156.49647	4.0835
71.32773	-156.49637	4.509
71.32776	-156.49624	6.0286
71.32779	-156.49616	7.1227
71.32783	-156.49606	2.1991
71.32786	-156.49597	7.3355
71.32791	-156.49586	11.834
71.32794	-156.49572	1.5001
71.32798	-156.49562	8.9159
71.32799	-156.49552	13.809
71.32804	-156.49544	11.347
71.32808	-156.49536	2.807
71.32811	-156.49526	22.106
71.32814	-156.49517	15.511
71.32818	-156.49504	15.876
71.32819	-156.49497	19.31
71.32823	-156.49486	2.7462
71.32828	-156.49474	4.0835
71.32829	-156.49464	11.53
71.32834	-156.49452	9.6758
71.32838	-156.49442	5.7855
71.32841	-156.49431	7.3659
71.32843	-156.49421	11.682
71.32846	-156.49412	2.9893
71.32851	-156.49402	10.192
71.32854	-156.49394	20.557
71.32856	-156.49382	11.682
71.32859	-156.49369	2.6246
71.32863	-156.49359	9.2199
71.32868	-156.49349	7.5179
71.32871	-156.49339	15.268
71.32874	-156.49331	17.244
71.32878	-156.49319	9.4631
71.32881	-156.49307	8.4601
71.32884	-156.49299	10.193
71.32888	-156.49287	5.7551
71.32891	-156.49276	12.199
71.32894	-156.49264	8.2474
71.32899	-156.49253	5.2689
71.32903	-156.49243	11.895
71.32906	-156.49229	13.809
71.32909	-156.49219	15.998
71.32913	-156.49208	35.328
71.32916	-156.49196	32.136
71.32921	-156.49188	19.25
71.32923	-156.49176	25.48
71.32928	-156.49166	13.08
71.32931	-156.49156	10.77
71.32934	-156.49143	14.083
71.32938	-156.49134	15.237
71.32941	-156.49121	21.437
71.32944	-156.49111	18.337
71.32948	-156.49101	26.391
71.32951	-156.49089	21.65
71.32954	-156.49079	17.547
71.32958	-156.49071	9.0978
71.32963	-156.49058	7.0616
71.32966	-156.49046	7.1832
71.32969	-156.49036	10.162
71.32973	-156.49024	5.542
71.32976	-156.49014	26.208
71.32979	-156.49004	4.4783
71.32983	-156.48993	5.2077
71.32988	-156.48981	8.0645
71.32991	-156.48973	25.996
71.32993	-156.48963	27.728
71.32998	-156.48949	22.348
71.33001	-156.48938	27.849
