Latitude	Longitude	Snow Depth
71.37047	-156.54645	6.7437
71.37049	-156.54648	4.4693
71.37051	-156.54648	4.7292
71.37051	-156.54648	6.1588
71.37052	-156.5465	5.444
71.37052	-156.5465	3.1047
71.37054	-156.54652	3.3646
71.37057	-156.54655	3.2996
71.37057	-156.54655	5.2491
71.37057	-156.54655	4.3394
71.37059	-156.54657	5.574
71.37059	-156.54655	4.6643
71.37061	-156.54658	5.8989
71.37062	-156.54657	6.5487
71.37062	-156.54658	7.8809
71.37064	-156.5466	6.4838
71.37066	-156.5466	4.9242
71.37067	-156.54662	5.9639
71.37069	-156.54663	9.083
71.37069	-156.54663	8.4332
71.37071	-156.54665	8.4332
71.37072	-156.54667	7.8159
71.37072	-156.54667	7.3285
71.37074	-156.54668	7.0036
71.37076	-156.5467	7.4585
71.37076	-156.5467	5.444
71.37077	-156.54672	5.8987
71.37079	-156.54673	7.0683
71.37079	-156.54673	7.913
71.37081	-156.54675	9.3425
71.37082	-156.54675	9.9923
71.37082	-156.54675	8.2379
71.37084	-156.54678	6.4835
71.37086	-156.54678	5.5088
71.37087	-156.5468	5.2814
71.37087	-156.5468	11.682
71.37087	-156.54682	27.146
71.37089	-156.54683	28.446
71.37092	-156.54683	23.638
71.37092	-156.54685	20.519
71.37094	-156.54685	17.855
71.37094	-156.54687	16.1
71.37096	-156.54687	11.519
71.37096	-156.54688	7.4582
71.37097	-156.5469	7.2632
71.37099	-156.54692	4.859
71.37101	-156.54692	4.924
71.37102	-156.54693	5.3789
71.37104	-156.54695	4.5017
71.37106	-156.54695	4.859
71.37107	-156.54697	3.9493
71.37109	-156.54698	4.5341
71.37111	-156.547	4.1443
71.37112	-156.54702	4.0793
71.37112	-156.54702	4.3391
71.37112	-156.54702	4.7615
71.37114	-156.54702	4.599
71.37114	-156.54702	4.8589
71.37116	-156.54703	3.8193
71.37117	-156.54703	5.0539
71.37117	-156.54705	5.2488
71.37119	-156.54705	6.1584
71.37119	-156.54707	5.2488
71.37121	-156.54707	5.4437
71.37122	-156.5471	6.8082
71.37124	-156.5471	6.8082
71.37126	-156.54712	8.3676
71.37126	-156.54712	12.201
71.37129	-156.54713	11.421
71.37129	-156.54713	9.0823
71.37129	-156.54713	5.6386
71.37131	-156.54715	6.2884
71.37131	-156.54715	9.0498
71.37132	-156.54717	7.198
71.37134	-156.54718	6.6133
71.37136	-156.54718	4.4691
